en-US,4611 Maine Ave SE,,Rochester,United States,Olmsted,"4611 Maine Ave SE, Rochester, MN 55904-6929",NEC Hwy 63 & 48th St SE,43.954523,-92.464843,55904-6929,MN,T2321,2321,TRUE,,2007-10-10T12:00:00,SMN,Rochester South,12-hour,111,196,100,SuperTarget,CST,Central Std Time,UTC,-6,STR,(507) 206-5020,(507) 206-5030,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']"
en-US,301 Park Dr,,Owatonna,United States,Steele,"301 Park Dr, Owatonna, MN 55060-5639",NWC Bridge St & St Johns Dr,44.086577,-93.249008,55060-5639,MN,T1068,1068,TRUE,2013-10-10T12:00:00,1997-03-05T12:00:00,SMN,Owatonna,12-hour,111,196,100,,CST,Central Std Time,UTC,-6,STR,(507) 451-1882,(507) 774-3007,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['Beer Available', 'CVS pharmacy', 'Starbucks']"
en-US,3827 Marketplace Dr NW,,Rochester,United States,Olmsted,"3827 Marketplace Dr NW, Rochester, MN 55901-3192",NWC US 52 & 37th St NW,44.063197,-92.502995,55901-3192,MN,T1351,1351,TRUE,2012-06-21T12:00:00,2001-07-25T12:00:00,SMN,Rochester,12-hour,111,196,100,SuperTarget,CST,Central Std Time,UTC,-6,STR,(507) 536-2555,(507) 226-9365,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Bakery', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']"
en-US,1850 Adams St,,Mankato,United States,Blue Earth,"1850 Adams St, Mankato, MN 56001-4864",SWC Hwy 14 & Hwy 22,44.172924,-93.951425,56001-4864,MN,T0663,663,TRUE,2012-03-22T12:00:00,1991-07-24T12:00:00,SMN,Mankato,12-hour,111,196,100,,CST,Central Std Time,UTC,-6,STR,(507) 625-1011,,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-11:00 p.m.,23:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk']"
en-US,860 Mankato Ave,,Winona,United States,Winona,"860 Mankato Ave, Winona, MN 55987-4867",NEC Hwy 41 & Brudski St,44.031846,-91.620872,55987-4867,MN,T1096,1096,TRUE,2006-10-19T12:00:00,1997-10-08T12:00:00,SMN,Winona,12-hour,111,196,100,,CST,Central Std Time,UTC,-6,STR,(507) 452-7006,(507) 858-3235,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['CVS pharmacy', 'Cafe-Pizza', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']"
en-US,2323 Highway 3 S,,Northfield,United States,Rice,"2323 Highway 3 S, Northfield, MN 55057-5172",NEC Hwy 3 & CR 1,44.43365,-93.186378,55057-5172,MN,T1211,1211,TRUE,2012-06-21T12:00:00,2000-10-04T12:00:00,BTC,Northfield,12-hour,111,196,100,,CST,Central Std Time,UTC,-6,STR,(507) 645-4777,(507) 403-4003,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']"
en-US,151 Tyler Rd N,,Red Wing,United States,Goodhue,"151 Tyler Rd N, Red Wing, MN 55066-1865",NEC US 61 & Tyler Rd,44.568743,-92.582546,55066-1865,MN,T1522,1522,TRUE,2006-06-23T12:00:00,2003-03-02T12:00:00,SMN,Red Wing,12-hour,111,196,100,,CST,Central Std Time,UTC,-6,STR,(651) 388-7704,(651) 800-3002,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-10:00 p.m.,22:00:00,8:00:00,FALSE,TRUE,8:00 a.m.-9:00 p.m.,21:00:00,"['CVS pharmacy', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']"
en-US,18275 Kenrick Ave,,Lakeville,United States,Dakota,"18275 Kenrick Ave, Lakeville, MN 55044-7306",NEC I-35 & 185th St,44.683917,-93.291757,55044-7306,MN,T1484,1484,TRUE,,2002-10-09T12:00:00,RMP,Lakeville,12-hour,163,199,100,SuperTarget,CST,Central Std Time,UTC,-6,STR,(952) 892-5400,(612) 355-1020,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'Beer Available', 'CVS pharmacy', 'Café', 'Deli', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target']"
en-US,15560 Pilot Knob Rd,,Apple Valley,United States,Dakota,"15560 Pilot Knob Rd, Apple Valley, MN 55124-7286",NEC 160th St & Pilot Knob Rd,44.723307,-93.175355,55124-7286,MN,T2390,2390,TRUE,,2008-03-05T12:00:00,"['GTM', 'RMP']",Apple Valley South,12-hour,163,199,100,SuperTarget,CST,Central Std Time,UTC,-6,STR,(952) 236-3165,(952) 236-3175,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']"
en-US,15150 Cedar Ave,,Apple Valley,United States,Dakota,"15150 Cedar Ave, Apple Valley, MN 55124-7056",SEC Cedar Ave & 150th St,44.729898,-93.21455,55124-7056,MN,T0643,643,TRUE,2002-10-09T12:00:00,1990-09-26T12:00:00,ESF,Apple Valley,12-hour,163,199,100,SuperTarget,CST,Central Std Time,UTC,-6,STR,(952) 891-5500,(952) 891-5501,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']"
en-US,810 County Road 42 W,,Burnsville,United States,Dakota,"810 County Road 42 W, Burnsville, MN 55337-4426",NWC CR 42 & Aldrich Ave S,44.748796,-93.288845,55337-4426,MN,T2340,2340,TRUE,2007-10-10T12:00:00,2007-10-10T12:00:00,RMP,Burnsville,12-hour,163,199,100,SuperTarget,CST,Central Std Time,UTC,-6,STR,(952) 236-3003,(952) 236-3013,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'In-Store Apple Store', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']"
en-US,14333 Hwy 13,,Savage,United States,Scott,"14333 Hwy 13, Savage, MN 55378-2153",SEC Hwy 13 & Cty Rd 42,44.743707,-93.377421,55378-2153,MN,T1833,1833,TRUE,2018-04-13T12:00:00,2003-10-08T12:00:00,RMP,Savage,12-hour,101,199,100,SuperTarget,CST,Central Std Time,UTC,-6,STR,(952) 226-1444,(763) 567-6220,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'Beer Available', 'CVS pharmacy', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target']"
en-US,2000 Cliff Lake Rd,,Eagan,United States,Dakota,"2000 Cliff Lake Rd, Eagan, MN 55122-2400",NWC Cliff Rd & I-35E,44.791154,-93.205846,55122-2400,MN,T0360,360,TRUE,2010-09-09T12:00:00,1989-02-15T12:00:00,"['GTM', 'RMP']",Eagan,12-hour,163,199,100,,CST,Central Std Time,UTC,-6,STR,(651) 688-8706,(651) 234-2667,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']"
en-US,1685 17th Ave E,,Shakopee,United States,Scott,"1685 17th Ave E, Shakopee, MN 55379-4407",SEC US 169 & Marschall Rd,44.775657,-93.500873,55379-4407,MN,T1272,1272,TRUE,2010-07-22T12:00:00,2000-07-19T12:00:00,RMP,Shakopee,12-hour,101,199,100,,CST,Central Std Time,UTC,-6,STR,(952) 445-5332,(952) 277-5332,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']"
en-US,8655 E Point Douglas Rd S,,Cottage Grove,United States,Washington,"8655 E Point Douglas Rd S, Cottage Grove, MN 55016-4035",NEC Hwy 61 & Jamaica,44.81502,-92.931008,55016-4035,MN,T0662,662,TRUE,2010-07-22T12:00:00,1991-07-24T12:00:00,RMP,Cottage Grove,12-hour,102,199,100,,CST,Central Std Time,UTC,-6,STR,(651) 458-8179,(651) 234-4712,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-9:00 p.m.,21:00:00,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']"
en-US,7841 Amana Trail,,Inver Grove Heights,United States,Dakota,"7841 Amana Trail, Inver Grove Heights, MN 55077",NWC Hwy 55 & S Robert Trail,44.836017,-93.08777,55077,MN,T2519,2519,TRUE,,2012-07-25T12:00:00,RMP,Inver Grove Heights,12-hour,102,199,100,,CST,Central Std Time,UTC,-6,STR,(651) 234-2949,(651) 234-2959,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']"
en-US,111 Pioneer Trl,,Chaska,United States,Carver,"111 Pioneer Trl, Chaska, MN 55318-1121",SEC State Rt 41 & Pioneer Trail,44.827056,-93.600506,55318-1121,MN,T1352,1352,TRUE,2016-09-22T12:00:00,2001-10-10T12:00:00,RMP,Chaska,12-hour,101,199,100,SuperTarget,CST,Central Std Time,UTC,-6,STR,(952) 361-3043,(952) 679-3189,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']"
en-US,2555 W 79th St,,Bloomington,United States,Hennepin,"2555 W 79th St, Bloomington, MN 55431-1250",NWC 80th & Penn,44.860029,-93.311579,55431-1250,MN,T0005,5,TRUE,2010-04-15T12:00:00,1965-10-14T12:00:00,RMP,Bloomington,12-hour,163,199,100,,CST,Central Std Time,UTC,-6,STR,(952) 888-7701,(952) 356-3920,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']"
en-US,8225 Flying Cloud Dr,,Eden Prairie,United States,Hennepin,"8225 Flying Cloud Dr, Eden Prairie, MN 55344-5315",SEC I- 494 & Flying Cloud Dr,44.855701,-93.425342,55344-5315,MN,T0220,220,TRUE,2010-04-15T12:00:00,1984-10-10T12:00:00,,Eden Prairie,12-hour,101,199,100,,CST,Central Std Time,UTC,-6,STR,(952) 944-0700,(952) 356-3971,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-10:00 p.m.,22:00:00,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab']"
en-US,7000 York Ave S,,Edina,United States,Hennepin,"7000 York Ave S, Edina, MN 55435-4213",SWC 70th St & York Ave S,44.875472,-93.3236,55435-4213,MN,T2313,2313,TRUE,2007-10-10T12:00:00,2007-10-10T12:00:00,"['GTM', 'RMP']",Edina,12-hour,163,199,100,SuperTarget,CST,Central Std Time,UTC,-6,STR,(952) 925-4610,(952) 252-1760,7:00:00,FALSE,TRUE,7:00 a.m.-12:00 a.m.,0:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-12:00 a.m.,0:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-11:00 p.m.,23:00:00,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'CVS pharmacy', ""D'Amico & Sons Italian Kitchen"", 'Deli', 'Drive Up', 'Fresh Grocery', 'In-Store Apple Store', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']"
en-US,6445 Richfield Pkwy,,Richfield,United States,Hennepin,"6445 Richfield Pkwy, Richfield, MN 55423-6400",NWC Cedar Ave & 65th St,44.885484,-93.249402,55423-6400,MN,T2300,2300,TRUE,,2007-10-10T12:00:00,RMP,Richfield,12-hour,163,199,100,SuperTarget,CST,Central Std Time,UTC,-6,STR,(612) 252-0473,(612) 252-0483,7:00:00,FALSE,TRUE,7:00 a.m.-12:00 a.m.,0:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-12:00 a.m.,0:00:00,7:00:00,FALSE,TRUE,7:00 a.m.-12:00 a.m.,0:00:00,"['Accepts WIC', 'Bakery', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']"
